,Domain,Sub Domain,Product Title,Product Link,Review Content,Image,Aspect_1,Label_1,Cause_1,Aspect_2,Label_2,Cause_2,Aspect_3,Label_3,Cause_3,Aspect_4,Label_4,Cause_4,Aspect_5,Label_5,Cause_5,Over All label,Summary
713,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"It only looks beautiful but performs really ugly. If you keep your phone in any of your pocket and talk over this Samsung galaxy ear buds live. 50% voice breaks. If you are playing a song over your phone using any music app and keep the phone into any of your pant pocket and try to listen using these buds while walking, about 50% music streaming distortion is guaranteed. Even if you keep your phone at your left hand side or right hand side, hardly 2 feet away, another challenges of latency is always noticed in the other side of the ear bud. It expects you to keep your phone in your palm and in your front while using these buds. YES. I got it for 3999 but trust me it is the most useless Samsung product i have ever used. It is costly even if someone gives it for free. Because usability is very low and painful. The mobile phone to this earbuds connection range in straight clear area is only about 6 feet, after that the voice distorts. If you still want to try first hand then you can pay and try. Remember there is no return policy on this product, only replacement in case of any so called manufacturing defects. So think before investing in it. And in fact think before donating Samsung in the name of Samsung galaxy buds live. And yes not to forget telling than so called ANC is a waste feature in this earbuds. In fact the other party hears more noice than actual while talking over this Samsung galaxy buds live earbuds. Hope this actual review after using 3 weeks helps other folks who are looking for this piece.",https://m.media-amazon.com/images/I/71CobptD1PL._SY88.jpg,Speaker,1,"It only looks beautiful but performs really ugly. If you keep your phone in any of your pocket and talk over this Samsung galaxy ear buds live. 50% voice breaks. If you are playing a song over your phone using any music app and keep the phone into any of your pant pocket and try to listen using these buds while walking, about 50% music streaming distortion is guaranteed. Even if you keep your phone at your left hand side or right hand side, hardly 2 feet away, another challenges of latency is always noticed in the other side of the ear bud. It expects you to keep your phone in your palm and in your front while using these buds.",Cost,1,YES. I got it for 3999 but trust me it is the most useless Samsung product i have ever used. It is costly even if someone gives it for free. Because usability is very low and painful.,Network,1.0,"The mobile phone to this earbuds connection range in straight clear area is only about 6 feet, after that the voice distorts. If you still want to try first hand then you can pay and try.",Customer_Service,1.0,"Remember there is no return policy on this product, only replacement in case of any so called manufacturing defects. So think before investing in it. And in fact think before donating Samsung in the name of Samsung galaxy buds live.",Noise,1.0,And yes not to forget telling than so called ANC is a waste feature in this earbuds. In fact the other party hears more noice than actual while talking over this Samsung galaxy buds live earbuds. Hope this actual review after using 3 weeks helps other folks who are looking for this piece,1,
714,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The media could not be loaded. I bought it in festive season Sale.. It’s worth only during the sale… Pros Looks Classy.. Built Quality is really good.. Connectivity is really good.. Touch response is superb… Case is sleek & solid… Fits properly… Festive season offer is worth… Cons Sound quality is not that great… Noise cancellation very poor, I don’t know why they mentioned it..?? A big No-No, if u r planing to buy after festive season.. FINAL STATEMENT “It’s a decent product… but… but… but… buy when its in sale”",,Media,1,The media could not be loaded.,Product_Quality,0,Looks Classy.. Built Quality is really good..,Performance,0.0,Connectivity is really good.. Touch response is superb… Case is sleek & solid… Fits properly… Festive season offer is worth…,Speaker,1.0,Sound quality is not that great…,Noise,1.0,"Noise cancellation very poor, I don’t know why they mentioned it..?? A big No-No, if u r planing to buy after festive season..",1,
715,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Not comfortable to wear. It pains after 10- 15 minuites of continuous use. Noise cancellation is worst. Sound quality is avvrage.,https://m.media-amazon.com/images/I/51+EVKA2jBL._SY88.jpg,Product_Quality,1,Not comfortable to wear.,Network,1,It pains after 10- 15 minuites of continuous use.,Speaker,1.0,Noise cancellation is worst,Speaker,1.0,Sound quality is avvrage,,,,1,
715,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Not comfortable to wear. It pains after 10- 15 minuites of continuous use. Noise cancellation is worst. Sound quality is avvrage.,https://m.media-amazon.com/images/I/51JZcCSucmL._SY88.jpg,Product_Quality,1,Not comfortable to wear.,Network,1,It pains after 10- 15 minuites of continuous use.,Speaker,1.0,Noise cancellation is worst,Speaker,1.0,Sound quality is avvrage,,,,1,
715,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Not comfortable to wear. It pains after 10- 15 minuites of continuous use. Noise cancellation is worst. Sound quality is avvrage.,https://m.media-amazon.com/images/I/51v4yewLQbL._SY88.jpg,Product_Quality,1,Not comfortable to wear.,Network,1,It pains after 10- 15 minuites of continuous use.,Speaker,1.0,Noise cancellation is worst,Speaker,1.0,Sound quality is avvrage,,,,1,
715,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Not comfortable to wear. It pains after 10- 15 minuites of continuous use. Noise cancellation is worst. Sound quality is avvrage.,https://m.media-amazon.com/images/I/61HsIY11vrL._SY88.jpg,Product_Quality,1,Not comfortable to wear.,Network,1,It pains after 10- 15 minuites of continuous use.,Speaker,1.0,Noise cancellation is worst,Speaker,1.0,Sound quality is avvrage,,,,1,
716,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The media could not be loaded. Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best. Sound clearity is best, crystal clear voice and music. Bass and noise cancellation needs to be improved. If any one has budget 3k to 8k instead of purchase any other blutooth should buy this.",https://m.media-amazon.com/images/I/61RzkBFI5DL._SY88.jpg,Media,1,The media could not be loaded.,Performance,0,"Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best",Speaker,0.0,"Sound clearity is best, crystal clear voice and music.",Noise,1.0,Bass and noise cancellation needs to be improved.,Cost,0.0,If any one has budget 3k to 8k instead of purchase any other blutooth should buy this,1,
716,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The media could not be loaded. Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best. Sound clearity is best, crystal clear voice and music. Bass and noise cancellation needs to be improved. If any one has budget 3k to 8k instead of purchase any other blutooth should buy this.",https://m.media-amazon.com/images/I/71X0qOKXdBL._SY88.jpg,Media,1,The media could not be loaded.,Performance,0,"Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best",Speaker,0.0,"Sound clearity is best, crystal clear voice and music.",Noise,1.0,Bass and noise cancellation needs to be improved.,Cost,0.0,If any one has budget 3k to 8k instead of purchase any other blutooth should buy this,1,
716,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The media could not be loaded. Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best. Sound clearity is best, crystal clear voice and music. Bass and noise cancellation needs to be improved. If any one has budget 3k to 8k instead of purchase any other blutooth should buy this.",https://m.media-amazon.com/images/I/71ffrHq3lcL._SY88.jpg,Media,1,The media could not be loaded.,Performance,0,"Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best",Speaker,0.0,"Sound clearity is best, crystal clear voice and music.",Noise,1.0,Bass and noise cancellation needs to be improved.,Cost,0.0,If any one has budget 3k to 8k instead of purchase any other blutooth should buy this,1,
716,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The media could not be loaded. Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best. Sound clearity is best, crystal clear voice and music. Bass and noise cancellation needs to be improved. If any one has budget 3k to 8k instead of purchase any other blutooth should buy this.",https://m.media-amazon.com/images/I/81zcqCz85kL._SY88.jpg,Media,1,The media could not be loaded.,Performance,0,"Awesome product while using for call, if you are looking a Bluetooth for calling this one is better than best",Speaker,0.0,"Sound clearity is best, crystal clear voice and music.",Noise,1.0,Bass and noise cancellation needs to be improved.,Cost,0.0,If any one has budget 3k to 8k instead of purchase any other blutooth should buy this,1,
717,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Sound quality is too good. Bass is perfect. Mic clarity is good. Fitting can be a concern,Fitting in ear depends on your ear size, can be little bit difficult and painful for small ear size.",https://m.media-amazon.com/images/I/7157G5zfAZL._SY88.jpg,Speaker,0,Sound quality is too good. Bass is perfect. Mic clarity is good.,Product_Quality,1,"Fitting can be a concern,Fitting in ear depends on your ear size, can be little bit difficult and painful for small ear size.",,,,,,,,,,1,
717,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Sound quality is too good. Bass is perfect. Mic clarity is good. Fitting can be a concern,Fitting in ear depends on your ear size, can be little bit difficult and painful for small ear size.",https://m.media-amazon.com/images/I/71FPa4P-D2L._SY88.jpg,Speaker,0,Sound quality is too good. Bass is perfect. Mic clarity is good.,Product_Quality,1,"Fitting can be a concern,Fitting in ear depends on your ear size, can be little bit difficult and painful for small ear size.",,,,,,,,,,1,
717,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Sound quality is too good. Bass is perfect. Mic clarity is good. Fitting can be a concern,Fitting in ear depends on your ear size, can be little bit difficult and painful for small ear size.",https://m.media-amazon.com/images/I/81lPI4xtwjL._SY88.jpg,Speaker,0,Sound quality is too good. Bass is perfect. Mic clarity is good.,Product_Quality,1,"Fitting can be a concern,Fitting in ear depends on your ear size, can be little bit difficult and painful for small ear size.",,,,,,,,,,1,
718,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/713vzYLq3CL._SY88.jpg,Speaker,,,,,,,,,,,,,,,,
718,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/714AZ3b7kfL._SY88.jpg,Speaker,,,,,,,,,,,,,,,,
719,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"First they sent a defective one which alwaysss happens in sale. The defective one drained battery in 10 minutes and also the sound and call connectivity was horrible. Then i placed a replacement and got my original one. Now coming to the original item review Sound quality is at it's best. Call connectivity is good. Noise cancellation is good. Easy and comfortable to wear (i choose this kind personally because the rubber fit one's hurt my ear) if u follow the instructions of wearing them carefully u ll love them. Features of live charge , navigation and tap for call pickup , play/pause/ change track of music is good. Last but not least . The rosegold look is so classy. Worth the money. I got it for 4490.",https://m.media-amazon.com/images/I/711iIcj-oYL._SY88.jpg,Battery,1,The defective one drained battery in 10 minutes,Speaker,1,also the sound and call connectivity was horrible.,Customer_Service,0.0,Then i placed a replacement and got my original one. Now coming to the original item review Sound quality is at it's best. Call connectivity is good.Noise cancellation is good.,Cost,0.0,Worth the money. I got it for 4490.,,,,1,
